event_path,number_of_frames,exposure,burial,field_joint,anode,free_span,label
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927203514000__20120927203514796@DVR-1_Ch2__1408904,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926110653047__20120926110654844@DVR-1_Ch2__844870,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927110429188__20120927110429578@DVR-1_Ch2__919108,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__830240,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1496023,383,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__868476,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927215527875__20120927215528687@DVR-1_Ch2__205468,131,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__174294,71,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1112478,391,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927094434797__20120927094436703@DVR-1_Ch2__484232,135,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927012212250__20120927012212687@DVR-1_Ch2__641530,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__406371,230,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927225819562__20120927225820031@DVR-1_Ch2__1565212,117,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1564341,143,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__1193580,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927222429453__20120927222429891@DVR-1_Ch2__80158,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1613817,85,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927113430656__20120927113431734@DVR-1_Ch2__1442540,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927222429453__20120927222429891@DVR-1_Ch2__935666,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926125621609__20120926125621922@DVR-1_Ch2__1695462,171,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927174207078__20120927174207859@DVR-1_Ch2__326707,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927212526125__20120927212526531@DVR-1_Ch2__857807,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__896951,66,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__1243282,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927042218859__20120927042219906@DVR-1_Ch2__338696,227,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__924702,216,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927094434797__20120927094436703@DVR-1_Ch2__1024329,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007074604922__20121007074606750@DVR-1_Ch2__641461,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927222429453__20120927222429891@DVR-1_Ch2__1413072,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927084432579__20120927084434469@DVR-1_Ch2__1676721,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923105912781__20120923105913093@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926155215766__20120926155216469@DVR-1_Ch2__357343,186,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007100538579__20121007100539375@DVR-1_Ch2__176923,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__1125076,146,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927215527875__20120927215528687@DVR-1_Ch2__30908,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927225819562__20120927225820031@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923174713579__20120923174714157@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926094941046__20120926094942000@DVR-1_Ch2__183759,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927225819562__20120927225820031@DVR-1_Ch2__350156,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__1214249,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927081431938__20120927081432313@DVR-1_Ch2__1594140,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007100538579__20121007100539375@DVR-1_Ch2__542985,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927012212250__20120927012212687@DVR-1_Ch2__988786,335,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006080221000__20121006080221969@DVR-1_Ch2__768136,148,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005225008922__20121005225009750@DVR-1_Ch2__594087,148,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005074100968__20121005074103078@DVR-1_Ch2__663781,263,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006073219515__20121006073220375@DVR-1_Ch2__1094100,103,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005185509797__20121005185510610@DVR-1_Ch2__1596312,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005192510969__20121005192511782@DVR-1_Ch2__27570,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP056.550-077.465_D__DATA_20121004061303594__20121004061305562@DVR-1_Ch2__1784953,200,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005094105938__20121005094107547@DVR-1_Ch2__1464855,337,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005074100968__20121005074103078@DVR-1_Ch2__1262918,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006061027000__20121006061027515@DVR-1_Ch2__364443,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005050656594__20121005050657391@DVR-1_Ch2__555661,283,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005060658828__20121005060659625@DVR-1_Ch2__239725,314,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005225008922__20121005225009750@DVR-1_Ch2__171146,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP056.550-077.465_D__DATA_20121004103000781__20121004103001515@DVR-1_Ch2__1514102,379,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005214021969__20121005214022797@DVR-1_Ch2__833434,276,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005225008922__20121005225009750@DVR-1_Ch2__422253,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005221023672__20121005221024500@DVR-1_Ch2__532976,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005204019766__20121005204020594@DVR-1_Ch2__1578446,137,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121004191913390__20121004191913781@DVR-1_Ch2__1771820,176,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005222007469__20121005222008109@DVR-1_Ch2__258868,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005211020969__20121005211021797@DVR-1_Ch2__736648,183,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005204019766__20121005204020594@DVR-1_Ch2__72252,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006080221000__20121006080221969@DVR-1_Ch2__28666,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005225008922__20121005225009750@DVR-1_Ch2__655177,324,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006090223719__20121006090224688@DVR-1_Ch2__333218,326,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005204019766__20121005204020594@DVR-1_Ch2__100547,88,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005074100968__20121005074103078@DVR-1_Ch2__1295461,71,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005225008922__20121005225009750@DVR-1_Ch2__4471,157,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006080221000__20121006080221969@DVR-1_Ch2__1079983,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005204019766__20121005204020594@DVR-1_Ch2__654959,321,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006021720968__20121006021721781@DVR-1_Ch2__87463,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006061027000__20121006061027515@DVR-1_Ch2__463991,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005204019766__20121005204020594@DVR-1_Ch2__1266892,174,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006024721594__20121006024722922@DVR-1_Ch2__986093,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005185509797__20121005185510610@DVR-1_Ch2__1258843,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005182520328__20121005182508438@DVR-1_Ch2__1152745,356,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005211020969__20121005211021797@DVR-1_Ch2__1590866,241,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006054025765__20121006054026422@DVR-1_Ch2__1152076,225,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005225008922__20121005225009750@DVR-1_Ch2__1426753,112,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP056.550-077.465_D__DATA_20121004092958047__20121004092958781@DVR-1_Ch2__1659886,73,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005084102687__20121005084104297@DVR-1_Ch2__20409,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005185509797__20121005185510610@DVR-1_Ch2__1558112,344,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005192510969__20121005192511782@DVR-1_Ch2__487089,123,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005133258672__20121005133259344@DVR-1_Ch2__193860,224,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006014719890__20121006014720719@DVR-1_Ch2__1373687,369,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006061027000__20121006061027515@DVR-1_Ch2__671076,135,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005204019766__20121005204020594@DVR-1_Ch2__1676634,194,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005153302672__20121005153304391@DVR-1_Ch2__491796,241,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP056.550-077.465_D__DATA_20121004085956860__20121004085957594@DVR-1_Ch2__1174892,189,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005140259828__20121005140301531@DVR-1_Ch2__1288648,58,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005222007469__20121005222008109@DVR-1_Ch2__1750257,74,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006051024047__20121006051024188@DVR-1_Ch2__888906,251,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006080221000__20121006080221969@DVR-1_Ch2__90455,106,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006051024047__20121006051024188@DVR-1_Ch2__417199,304,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005211020969__20121005211021797@DVR-1_Ch2__414441,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006051024047__20121006051024188@DVR-1_Ch2__993210,375,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006073219515__20121006073220375@DVR-1_Ch2__1440120,182,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005050656594__20121005050657391@DVR-1_Ch2__118728,331,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP056.550-077.465_D__DATA_20121004030925687__20121004030926625@DVR-1_Ch2__187910,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP056.550-077.465_D__DATA_20121004092958047__20121004092958781@DVR-1_Ch2__1270158,389,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006080221000__20121006080221969@DVR-1_Ch2__142816,66,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005214021969__20121005214022797@DVR-1_Ch2__444493,239,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006080221000__20121006080221969@DVR-1_Ch2__533422,213,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005222007469__20121005222008109@DVR-1_Ch2__1392130,94,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005222007469__20121005222008109@DVR-1_Ch2__1381672,122,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006051024047__20121006051024188@DVR-1_Ch2__863213,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005201018343__20121005201018968@DVR-1_Ch2__1545807,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005225008922__20121005225009750@DVR-1_Ch2__1462364,254,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005201018343__20121005201018968@DVR-1_Ch2__1582408,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005232010047__20121005232010860@DVR-1_Ch2__165534,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006051024047__20121006051024188@DVR-1_Ch2__1480984,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005214021969__20121005214022797@DVR-1_Ch2__887381,354,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006061027000__20121006061027515@DVR-1_Ch2__47578,183,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006021720968__20121006021721781@DVR-1_Ch2__310265,64,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005232010047__20121005232010860@DVR-1_Ch2__44905,134,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005232010047__20121005232010860@DVR-1_Ch2__257536,400,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP056.550-077.465_D__DATA_20121004054303000__20121004054304953@DVR-1_Ch2__1682365,192,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005204019766__20121005204020594@DVR-1_Ch2__479370,154,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006073219515__20121006073220375@DVR-1_Ch2__1518078,113,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006024721594__20121006024722922@DVR-1_Ch2__353658,54,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121006080221000__20121006080221969@DVR-1_Ch2__686801,157,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005192510969__20121005192511782@DVR-1_Ch2__988819,308,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005221023672__20121005221024500@DVR-1_Ch2__120994,116,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005225008922__20121005225009750@DVR-1_Ch2__1178387,147,1,0,0,0,1,exp_fs
/media/scratch/astamoulakatos/centre_Ch2/exp_fs/Survey-2-2012__Project 1__IC2__KP078.553-119.732_A__DATA_20121005074100968__20121005074103078@DVR-1_Ch2__618198,60,1,0,0,0,1,exp_fs
